"code","product"
"84829900","Parts of ball or roller bearings (excl. balls, needles and rollers), n.e.s."
"84831021","Cranks and crank shafts, of cast iron or cast steel"
"84831025","Cranks and crank shafts, of open-die forged steel"
"84831029","Cranks and crank shafts (excl. of open-die forged steel or cast iron or cast steel)"
"84831050","Articulated shafts"
"84831095","Main shafts or driving shafts, counter shafts, cam shafts, eccentric shafts and other transmission shafts (excl. cranks, crank shafts and articulated shafts)"
"84832000","Bearing housings, incorporating ball or roller bearings, for machinery(2010-2500);Bearing housings, incorporating ball or roller bearings, for machinery(1988-1994)"
"84833032","Bearing housings for machinery, for ball or roller bearings"
"84833038","Bearing housings not incorporating ball or roller bearings, for machinery and plain shaft bearings (excl. those  for ball or roller bearings)"
"84833080","Plain shaft bearings for machinery"
"84834021","Spur and helical gears and gearing, for machinery (excl. friction gears, gear boxes and other speed changers)"
"84834023","Bevel and bevel-spur gears and gearing, for machinery (excl. friction gears, gear boxes and other speed changers)"
"84834025","Worm gear for machinery (excl. friction gears, gear boxes and other speed changers)"
"84834029","Gears and gearing, for machinery (excl. friction gears, spur, helical, bevel, bevel-spur gears and gearing and worm gear, gear boxes and other speed changers)"
"84834030","Ball or roller screws, for machinery"
"84834051","Gear boxes for machinery"
"84834059","Speed changers, incl. torque converters, for machinery (excl. gear boxes)"
"84834090","Gears and gearing, for machinery (excl. ball or roller screws and gears and gearing in general, and toothed wheels, chain sprockets and other transmission elements presented separately)"
"84835020","Flywheels and pulleys, incl. pulley blocks, of cast iron or cast steel"
"84835080","Flywheels and pulleys, incl. pulley blocks (excl. of cast iron or cast steel)"
"84836020","Clutches and shaft couplings, incl. universal joints, of cast iron or cast steel"
"84836080","Clutches and shaft couplings, incl. universal joints (excl. of cast iron or cast steel)"
"84839020","Parts of bearing housings, n.e.s."
"84839081","Toothed wheels, chain sprockets and other transmission elements presented separately and parts of transmission shafts and cranks; bearing housings and plain shaft bearings; gears and gearing, ball or roller screws, gear boxes and other speed changers, flywheels and pulleys, clutches and shaft couplings, of cast iron or cast steel, n.e.s."
"84839089","Toothed wheels, chain sprockets and other transmission elements presented separately and parts of transmission shafts and cranks; bearing housings and plain shaft bearings; gears and gearing, ball or roller screws, gear boxes and other speed changers, flywheels and pulleys, clutches and shaft couplings, n.e.s. (excl. of cast iron or cast steel)"
"84841000","Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal"
"84842000","Mechanical seals"
"84849000","Sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, envelopes or similar packings"
"85013300","DC motors and DC generators of an output > 75 kW but <= 375 kW(2022-2500);DC motors and DC generators of an output > 75 kW but <= 375 kW(2006-2021)"
"85016200","AC generators ""alternators"", of an output > 75 kVA but <= 375 kVA(2022-2500);AC generators ""alternators"", of an output > 75 kVA but <= 375 kVA(2006-2021)"
"85016300","AC generators ""alternators"", of an output > 375 kVA but <= 750 kVA(2022-2500);AC generators ""alternators"", of an output > 375 kVA but <= 750 kVA(2006-2021)"
"85016400","AC generators ""alternators"", of an output > 750 kVA(2022-2500);AC generators ""alternators"", of an output > 750 kVA(1988-2021)"
"85023100","Generating sets, wind-powered(2006-2500);Generating sets, wind-powered(1996-2001)"
"85023920","Turbogenerators"
"85023980","Generating sets, non-wind-powered and non-powered by spark-ignition internal combustion piston engine (excl. turbogenerators)"
"85024000","Electric rotary converters"
"85043300","Transformers having a power handling capacity > 16 kVA but <= 500 kVA (excl. liquid dielectric transformers)"
"85043400","Transformers having a power handling capacity > 500 kVA (excl. liquid dielectric transformers)"
"85052000","Electromagnetic couplings, clutches and brakes"
"85069000","Parts of primary cells and primary batteries, n.e.s."
"85073020","Hermetically sealed nickel-cadmium accumulators (excl. spent)"
"85073080","Nickel-cadmium accumulators, not hermetically sealed (excl. spent)"
"85081100","Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, power <= 1 500 W and having a dust bag or other receptacle capacity <= 20 l"
"85081900","Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor ( excl. of a power <= 1 500 W and having a dust bag or other receptacle capacity <= 20 l)"
"85086000","Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners (excl. with self-contained electric motor)"
"85098000","Electromechanical domestic appliances, with self-contained electric motor (excl. vacuum cleaners, dry and wet vacuum cleaners, food grinders and mixers, fruit or vegetable juice extractors, and hair-removing appliances)(2007-2500);Electromechanical household appliances, with self-contained electric motor (excl. vacuum cleaners, dry and wet vacuum cleaners, floor polishers, kitchen waste disposers, food grinders and mixers, fruit or vegetable juice extractors, and hair-removing appliances)(1996-2006);Electro-mechanical appliances with self-contained electric motor (excl. vacuum cleaners, floor polishers, kitchen waste disposers, food grinders and mixers, and fruit or vegetable juice extractors)(1988-1995)"
"85111000","Sparking plugs of a kind used for spark-ignition or compression-ignition internal combustion engines"
"85112000","Ignition magnetos, magneto-dynamos and magnetic flywheels, for spark-ignition or compression-ignition internal combustion engines"
"85113000","Distributors and ignition coils of a kind used for spark-ignition or compression-ignition internal combustion engines"
"85114000","Starter motors and dual purpose starter-generators of a kind used for spark-ignition or compression-ignition internal combustion engines"
"85115000","Generators of a kind used for internal combustion engines (excl. magneto dynamos and dual purpose starter-generators)"
"85118000","Electrical ignition or starting equipment, incl. cut-outs, of a kind used for spark-ignition or compression-ignition internal combustion engines (excl. generators, starter motors, distributors, ignition coils, ignition magnetos, magnetic flywheels and sparking plugs)"
"85119000","Parts of electrical ignition or starting equipment, generators, etc. of heading 8511, n.e.s."
"85122000","Electrical lighting or visual signalling equipment for motor vehicles (excl. lamps of heading 8539)"
"85123010","Sound signalling burglar alarms, electrical, of a kind used for motor vehicles"
"85123090","Electrical sound signalling equipment for cycles or motor vehicles (excl. burglar alarms for motor vehicles)"
"85124000","Electrical windscreen wipers, defrosters and demisters, for motor vehicles"
"85143190","Electron beam furnaces (excl. for the manufacture of printed circuits)"
"85163100","Electric hairdryers"
"85165000","Microwave ovens(1989-2500);Microwave ovens, for domestic use(1988-1988)"
"85166010","Electric cookers incorporating at least an oven and a hob, for domestic use"
"85167100","Electro-thermic coffee or tea makers, for domestic use"
"85167200","Electric toasters, for domestic use"
"85167920","Electric deep fat fryers, for domestic use"
"85167970","Electro-thermic appliances, for domestic use (excl. hairdressing appliances and hand dryers, space-heating and soil-heating apparatus, water heaters, immersion heaters, smoothing irons, microwave ovens, ovens, cookers, cooking plates, boiling rings, grillers, roasters, coffee makers, tea makers, toasters and deep fat fryers)"
"85171100","Line telephone sets with cordless handsets"
"85171300","Smartphones for wireless networks"
"85171800","Telephone sets (excl. line telephone sets with cordless handsets and telephones for cellular networks or for other wireless networks)"
"85176100","Base stations of apparatus for the transmission or reception of voice, images or other data"
"85176200","Machines for the reception, conversion and transmission or regeneration of voice, images or other data, incl. switching and routing apparatus (excl. telephone sets, telephones for cellular networks or for other wireless networks)"
"85176910","Videophones"
"85176920","Entry-phone systems"
"85176930","Reception apparatus for radio-telephony or radio-telegraphy"
"85176990","Apparatus for the transmission or reception of voice, images or other data, incl. apparatus for communication in a wired or wireless network {such as a local or wide area network} (excl. telephone sets, telephones for cellular networks or for other wireless networks, base stations, apparatus for the reception, conversion and transmission or regeneration of voice, images or other data, videophones, entry-phone systems, reception apparatus for radio-telephony or radio-telegraphy and transmission or reception apparatus of heading 8443, 8525, 8527 or 8528)"
"85177100","Aerials and aerial reflectors of all kinds, of telephone sets, telephones for cellular networks or for other wireless networks and of other apparatus for the transmission or reception of voice, images or other data; parts suitable for use therewith"
"85177900","Parts of telephone sets, telephones for cellular networks or for other wireless networks and of other apparatus for the transmission or reception of voice, images or other data, n.e.s."
"85192010","Coin-operated or disc-operated record-players"
"85192091","Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens or by other means of payment, with laser reading system (excl. coin-operated or disc-operated record-players)"
"85193000","Turntables ""record-decks"""
"85198100","Sound recording or sound reproducing apparatus, using magnetic, optical or semiconductor media (excl. those operated by coins, banknotes, bank cards, tokens or by other means of payment, turntables and telephone answering machines)(2022-2500);Sound recording or sound reproducing apparatus, using magnetic, optical or semiconductor media (excl. those operated by coins, banknotes, bank cards, tokens or by other means of payment, turntables and telephone answering machines)(2020-2021)"
"85198900","Sound recording or sound reproducing apparatus (excl. using magnetic, optical or semiconductor media, those operated by coins, banknotes, bank cards, tokens or by other means of payment, turntables and telephone answering machines)"
"85211095","Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a video tuner (excl. video camera recorders and those using magnetic tape of a width of <= 1,3 cm and allowing recording or reproduction at a tape speed of <= 50 mm/s)"
"85219000","Video recording or reproducing apparatus, whether or not incorporating a video tuner (excl. magnetic tape-type and video camera recorders)(1992-2500);Video recording or reproducing apparatus (excl. magnetic tape-type)(1988-1991)"
"85255000","Transmission apparatus for radio-broadcasting or television, not incorporating reception apparatus"
"85269120","Radio navigational receivers (excl. radar apparatus)"
"85269180","Radio navigational aid apparatus (excl. receivers and radar apparatus)"
"85271300","Radio-broadcast receivers capable of operating without an external source of power, combined with sound recording or reproducing apparatus (excl. pocket-size radiocassette players)"
"85271900","Radio-broadcast receivers capable of operating without an external source of power, not combined with sound-reproducing apparatus"
"85272120","Radio-broadcast receivers capable of receiving and decoding digital Radio Data System signals, of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus incorporating a laser reading system"
"85272159","Radio-broadcast receivers capable of receiving and decoding digital Radio Data System signals, of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus (excl. those with sound-reproducing apparatus or a laser reading system and cassette decks with an analogue and digital reading system)"
"85272170","Radio-broadcast receivers of a type used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus incorporating a laser reading system (excl. those capable of receiving and decoding digital Radio Data System signals)"
"85272192","Cassette-radio-broadcast receivers of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus incorporating an analogue and digital reading system (excl. those capable of receiving and decoding digital Radio Data System signals)"
"85272198","Radio-broadcast receivers of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus (excl. sound-reproducing apparatus incorporating a laser reading system, those capable of receiving and decoding digital Radio Data System signals and cassette decks with an analogue and digital reading system)"
"85272900","Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles, not combined with sound recording or reproducing apparatus"
"85279100","Radio-broadcast receivers, for mains operation only, combined with sound recording or reproducing apparatus (excl. those of a kind used in motor vehicles)"
"85279200","Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing apparatus but combined with a clock (excl. those of a kind used in motor vehicles)"
"85279900","Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing apparatus and not combined with a clock (excl. those of a kind used in motor vehicles)"
"85287115","Video tuners with a microprocessor-based device incorporating a modem for gaining access to the Internet, and having a function of interactive information exchange, capable of receiving television signals (set-top boxes with a communication function)"
"85287119","Video tuners (excl. electronic assemblies for incorporation into automatic data-processing machines and apparatus with a microprocessor-based device incorporating a modem for gaining access to the Internet and having a function of interactive information exchange capable of receiving television signals ""set-top boxes with communication function"")"
"85287191","Apparatus with a microprocessor-based device incorporating a modem for gaining access to the Internet, and having a function of interactive information exchange, capable of receiving television signals (set-top boxes with a communication function, excl. video tuners)"
"85287199","Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus, not designed to incorporate a video display or screen (excl. video tuners, set-top boxes with a communication function)"
"85287210","Television projection equipment, colour, designed to incorporate a video display or screen"
"85287220","Reception apparatus for television, colour, incorporating a video recorder or reproducer"
"85287230","Reception apparatus for television, colour, with integral tube (excl. incorporating video recording or reproducing apparatus, and monitors)"
"85287240","Reception apparatus for television, colour, with LCD screen (excl. incorporating video recording or reproducing apparatus, and monitors, and television projection equipment)"
"85287260","Reception apparatus for television, colour, with a plasma display (excl. incorporating video recording or reproducing apparatus, and monitors, and television projection equipment)"
"85287280","Reception apparatus for television, colour (excl. with integral tube or LCD or plasma display, or incorporating video recording or reproducing apparatus, and monitors and television projection equipment)"
"85291065","Inside aerials for radio or television broadcast receivers, incl. built-in types (excl. telescopic and whip-type aerials for portable apparatus or for apparatus for fitting in motor vehicles)(2017-2500);Inside aerials for radio or television broadcast receivers, incl. built-in types (excl. telescopic and whip-type aerials for portable apparatus or for apparatus for fitting in motor vehicles)(2006-2016)"
"85291069","Aerials (excl. inside and outside aerials for radio or television broadcast receivers and telescopic and whip-type aerials for portable apparatus or for apparatus for fitting in motor vehicles)"
"85309000","Parts of electrical signalling, safety or traffic control equipment, n.e.s.(2017-2500);Parts of electrical signalling, safety or traffic control equipment, n.e.s.(2007-2016);Parts of electrical signalling, safety or traffic control equipment, n.e.s.(1988-2006)"
"85311030","Burglar or fire alarms and similar apparatus, for use in buildings"
"85311095","Burglar or fire alarms and similar apparatus (excl. those for use in motor vehicles or buildings)"
"85321000","Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power-handling capacity of >= 0,5 kvar ""power capacitors"""
"85332900","Fixed electrical resistors for a power handling capacity > 20 W (excl. heating resistors)"
"85353010","Isolating switches and make-and-break switches, for a voltage > 1.000 V but < 72,5 kV(2017-2500);Isolating switches and make-and-break switches, for a voltage > 1.000 V but < 72,5 kV(1988-2016)"
"85353090","Isolating switches and make-and-break switches, for a voltage >= 72,5 kV(2017-2500);Isolating switches and make-and-break switches, for a voltage >= 72,5 kV(1988-2016)"
"85359000","Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits, for a voltage > 1.000 V (excl. fuses, automatic circuit breakers, isolating switches, make-and-break switches, lightning arresters, voltage limiters, surge suppressors and control desks, cabinets, panels etc. of heading 8537)(2017-2500);Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits, for a voltage > 1.000 V (excl. fuses, automatic circuit breakers, isolating switches, make-and-break switches, lightning arresters, voltage limiters, surge suppressors and control desks, cabinets, panels etc. of heading 8537)(1988-2016)"
"85394100","Arc lamps"
"85402080","Image converters and intensifiers and other photo cathode tubes (excl. television camera tubes and cathode ray television picture tubes, incl. video monitor cathode ray tubes)"
"85406000","Cathoderay tubes (excl. television and video-monitor cathoderay tubes, television camera tubes, image converters or intensifiers, other photo-cathode tubes, black and white or other monochrome data-graphic display tubes and colour data-graphic display tubes with a phosphor dot screen pitch of < 0,4 mm)"
"85408100","Receiver or amplifier valves and tubes (excl. microwave tubes, photo-cathode tubes and cathode ray tubes)"
"85408900","Electronic valves and tubes (excl. receiver or amplifier valves and tubes, microwave tubes, photo-cathode tubes, cathode ray tubes, black and white or other monochrome data-graphic display tubes and colour data-graphic display tubes with a phosphor dot screen pitch of < 0,4 mm)"
"85409100","Parts of cathode ray tubes, n.e.s."
"85409900","Parts of thermionic, cold cathode or photo cathode valves and tubes, n.e.s. (excl. parts of cathode ray tubes)"
"85411000","Diodes (excl. photosensitive or light emitting diodes ""LED"")"
"85412100","Transistors with a dissipation rate < 1 W (excl. photosensitive transistors)"
"85412900","Transistors with a dissipation rate >= 1 W (excl. photosensitive transistors)"
"85415100","Semiconductor-based transducers (excl. photosensitive)"
"85415900","Semiconductor devices, n.e.s."
"85419000","Parts of diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, light emitting diodes and mounted piezoelectric crystals, n.e.s."
"85423111","Electronic multi-component integrated circuits ""MCOs"" as processors and controllers as specified in note 12 (b) (4) to chapter 85, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits"
"85423119","Electronic integrated circuits as processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits in the form of multichip integrated circuits consisting of two or more interconnected monolithic integrated circuits as specified in note 12 (b) (3) to chapter 85"
"85423190","Electronic integrated circuits as processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits (excl. in the form of multichip or multi-component integrated circuits)"
"85423211","Electronic multi-component integrated circuits ""MCOs"" as memories as specified in note 12 (b) (4) to chapter 85"
"85423219","Electronic integrated circuits as memories in the form of multichip integrated circuits consisting of two or more interconnected monolithic integrated circuits as specified in note 12 (b) (3) to chapter 85"
"85423231","Electronic integrated circuits as dynamic random-access memories ""D-RAMs"", with a storage capacity of <= 512 Mbit (excl. in the form of multichip or multi-component integrated circuits)"
"85423239","Electronic integrated circuits as dynamic random-access memories ""D-RAMs"", with a storage capacity of > 512 Mbit (excl. in the form of multichip or multi-component integrated circuits)"
"85423245","Electronic integrated circuits as static random access memories ""static RAMs"", incl. cache random-access memories ""cache-RAMs"" (excl. in the form of multichip or multi-component integrated circuits)"
"85423255","Electronic integrated circuits as UV erasable, programmable read-only memories ""EPROMs"" (excl. in the form of multichip or multi-component integrated circuits)"
"85423261","Electronic integrated circuits as electrically erasable, programmable read-only memories ""flash E²PROMs"", with a storage capacity of <= 512 Mbit (excl. in the form of multichip or multi-component integrated circuits)"
"85423269","Electronic integrated circuits as electrically erasable, programmable read-only memories ""flash E²PROMs"", with a storage capacity of > 512 Mbit (excl. in the form of multichip or multi-component integrated circuits)"
"85423275","Electronic integrated circuits as electrically erasable, programmable read-only memories ""E2PROMs"" (excl. flash E²PROMs and in the form of multichip or multi-component integrated circuits)"
"85423290","Memories in multicombinational forms such as stack D-RAMs and modules (excl. in the form of multichip or multi-component integrated circuits, and D-RAMs, S-Rams, cache-RAMs, EPROMs and flash E²PROMs)"
"85423310","Electronic multi-component integrated circuits ""MCOs"" as amplifiers as specified in note 12 (b) (4) to chapter 85"
"85423390","Electronic integrated circuits as amplifiers (excl. multi-component integrated circuits)"
"85423911","Electronic multi-component integrated circuits ""MCOs"" as specified in note 12 (b) (4) to chapter 85 (excl. such as processors, controllers, memories and amplifiers)"
"85423919","Electronic integrated circuits in the form of multichip integrated circuits consisting of two or more interconnected monolithic integrated circuits as specified in note 12 (b) (3) to chapter 85 (excl. such as processors, controllers, memories and amplifiers)"
"85423990","Electronic integrated circuits (excl.  in the form of multichip or multi-component integrated circuits and such as processors, controllers, memories and amplifiers)"
"85429000","Parts of electronic integrated circuits, n.e.s."
"85437010","Electrical machines with translation or dictionary functions"
"85437030","Aerial amplifiers"
"85437050","Sunbeds, sunlamps and similar suntanning equipment"
"85437090","Electrical machines and apparatus, having individual functions, n.e.s. in chap. 85(2022-2500);Electrical machines and apparatus, having individual functions, n.e.s. in chap. 85(2018-2021);Indicator panels with liquid crystal devices ""LCD"" (excl. active matrix liquid crystal devices and those of a kind used for motor vehicles, cycles or traffic signalling)(2017-2017);Electrical machines and apparatus, having individual functions, n.e.s. in chap. 85(2007-2016)"
"85443000","Ignition wiring sets and other wiring sets for vehicles, aircraft or ships"
"85479000","Insulating fittings for electrical purposes, of materials other than ceramics or plastics; electrical conduit tubing and joints therefor, of base metal lined with insulating material"
"86029000","Rail locomotives (excl. those powered from an external source of electricity or by accumulators and diesel-electric locomotives)"
"86040000","Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles"
"86069200","Railway or tramway goods vans and wagons, open, with non-removable sides of a height > 60 cm (excl. self-discharging wagons)"
"86071100","Driving bogies and bissel-bogies for railway or tramway locomotives or rolling stock"
"86071200","Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excl. driving bogies)"
"86071910","Axles, wheels and wheel parts, of railway or tramway locomotives or rolling stock, n.e.s."
"86071990","Parts of bogies, bissel-bogies and the like, of railway or tramway locomotives or rolling stock, n.e.s.(2011-2500);Parts of bogies and bissel-bogies for railway or tramway locomotives or rolling-stock(1988-1989)"
"86072110","Air brakes and parts thereof, of railway or tramway locomotives or rolling stock, of cast iron or cast steel"
"86072190","Air brakes and parts thereof, of railway or tramway locomotives or rolling stock (excl. of cast iron or cast steel)"
"86072900","Brakes (other than air brakes), and parts thereof, for railway or tramway locomotives or rolling stock, n.e.s.(2011-2500);Brakes, other than air brakes, and parts thereof, for railway or tramway locomotives or rolling-stock n.e.s.(1988-1989)"
"86073000","Hooks and other coupling devices, buffers, and parts thereof, for railway or tramway locomotives or rolling stock, n.e.s."
"86079110","Axle-boxes and parts thereof, for locomotives, n.e.s.(1995-2500);Axle-boxes and parts thereof for railway or tramway locomotives n.e.s.(1988-1989)"
"86079190","Parts of railway or tramway locomotives, n.e.s.(2011-2500);Parts of railway or tramway locomotives n.e.s.(1988-1989)"
"86079910","Axle-boxes and parts thereof, of railway or tramway locomotives or rolling stock of heading 8603, 8604, 8605 or 8606, n.e.s.(1995-2500);Axle-boxes and parts thereof for rolling-stock of headings 8603, 8604, 8605 or 8606, n.e.s.(1988-1989)"
"86079980","Parts of rolling stock of heading 8603, 8604, 8605 or 8606, n.e.s."
"87012110","Road tractors for semi-trailers, with only compression-ignition internal combustion piston engine ""diesel or semi-diesel"", new"
"87012190","Road tractors for semi-trailers, with only compression-ignition internal combustion piston engine ""diesel or semi-diesel"", used"
"87013000","Track-laying tractors (excl. pedestrian-controlled)(2009-2500);Track-laying tractors (excl. pedestrian-controlled)(1988-1996)"
"87021019","Motor vehicles for the transport of >= 10 persons, incl. driver, with only diesel engine, of a cylinder capacity of > 2.500 cm³, used(2017-2500);Motor vehicles for the transport of >= 10 persons, incl. driver, with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"", of a cylinder capacity of > 2.500 cm³, used(1988-2016)"
"87021099","Motor vehicles for the transport of >= 10 persons, incl. driver, with only diesel engine, of a cylinder capacity of <= 2.500 cm³, used(2017-2500);Motor vehicles for the transport of >= 10 persons, incl. driver, with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"", of a cylinder capacity of <= 2.500 cm³, used(1988-2016)"
"87022090","Motor vehicles for the transport of >= 10 persons, incl. driver, with both diesel engine and electric motor as motors for propulsion, of a cylinder capacity of <= 2.500 cm³"
"87023090","Motor vehicles for the transport of >= 10 persons, incl. driver, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion, of a cylinder capacity of <= 2.800 cm³"
"87029019","Motor vehicles for the transport of >= 10 persons, incl. driver, with spark-ignition internal combustion piston engine, of a cylinder capacity of > 2.800 cm³, used (excl. with electric motor for propulsion)(2017-2500);Motor vehicles for the transport of >= 10 persons, incl. driver, with spark-ignition internal combustion piston engine, of a cylinder capacity of > 2.800 cm³, used(1988-2016)"
"87029039","Motor vehicles for the transport of >= 10 persons, incl. driver, with spark-ignition internal combustion piston engine, of a cylinder capacity of <= 2.800 cm³, used (excl. with electric motor for propulsion)(2017-2500);Motor vehicles for the transport of >= 10 persons, incl. driver, with spark-ignition internal combustion piston engine, of a cylinder capacity of <= 2.800 cm³, used(1988-2016)"
"87029090","Motor vehicles for the transport of >= 10 persons, incl. driver, not with internal combustion piston engine or electric motor for propulsion(2017-2500);Motor vehicles for the transport of >= 10 persons, incl. driver, not with internal combustion piston engine(1988-2016)"
"87031011","Vehicles specially designed for travelling on snow, for the transport of <10 persons, with internal combustion piston engine"
"87031018","Vehicles for the transport of <10 persons on snow, not with internal combustion piston engine; golf cars and similar vehicles"
"87032110","Motor cars and other motor vehicles principally designed for the transport of <10 persons, incl. station wagons and racing cars, with only spark-ignition internal combustion reciprocating piston engine of a cylinder capacity <= 1.000 cm³, new (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)(2017-2500);Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine of a cylinder capacity <= 1.000 cm³, new (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)(1988-2016)"
"87032190","Motor cars and other motor vehicles principally designed for the transport of <10 persons, incl. station wagons and racing cars, with only spark-ignition internal combustion reciprocating piston engine of a cylinder capacity <= 1.000 cm³, used (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)(2017-2500);Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine of a cylinder capacity <= 1.000 cm³, used (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)(1988-2016)"
"87032210","Motor cars and other motor vehicles principally designed for the transport of <10 persons, incl. station wagons and racing cars, with only spark-ignition internal combustion reciprocating piston engine, of a cylinder capacity > 1.000 cm³ but <= 1.500 cm³, new (excl. vehicles for travelling on snow and similar vehicles of subheading 8703.10)(2017-2500);Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine, of a cylinder capacity > 1.000 cm³ but <= 1.500 cm³, new (excl. those of heading 8702 and vehicles for the transport of persons on snow and similar vehicles of subheading 8703.10)(2000-2016);Motor cars and other motor vehicles principally designed for the transport of persons, including station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 1 000 cc but =< 1.500 cc, new (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading no 8703.10)(1988-1988)"
"87032290","Motor cars and other motor vehicles principally designed for the transport of <10 persons, incl. station wagons and racing cars, with only spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 1.000 cm³ but <= 1.500 cm³, used (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)(2017-2500);Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 1.000 cm³ but <= 1.500 cm³, used (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)(1988-2016)"
"87032311","Motor caravans with only spark-ignition internal combustion reciprocating piston engine, of a cylinder capacity > 1.500 cm³ but <= 3.000 cm³, new(2017-2500);Motors caravans with spark-ignition internal combustion reciprocating piston engine, of a cylinder capacity > 1.500 cm³ but <= 3.000 cm³, new(1989-2016)"
"87032319","Motor cars and other motor vehicles principally designed for the transport of <10 persons, incl. station wagons and racing cars, with only spark-ignition internal combustion reciprocating piston engine, of a cylinder capacity > 1.500 cm³ but <= 3.000 cm³, new (excl. those of subheading 8703.10 and motor caravans)(2017-2500);Motor cars and other motor vehicles principally designed for the transport of 1 to 9 persons, incl. station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine, of a cylinder capacity > 1.500 cm³ but <= 3.000 cm³, new (excl. those of subheading 8703 10 and motor caravans)(1989-2016)"
"87032390","Motor cars and other motor vehicles principally designed for the transport of <10 persons, incl. station wagons and racing cars, with only spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 1.500 cm³ but <= 3.000 cm³, used (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)(2017-2500);Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 1.500 cm³ but <= 3.000 cm³, used (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)(1988-2016)"
"87032410","Motor cars and other motor vehicles principally designed for the transport of <10 persons, incl. station wagons and racing cars, with only spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 3.000 cm³, new (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)(2017-2500);Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 3.000 cm³, new (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)(1988-2016)"
